Year,Month,State,AvgTempF,PrecipitationIn,HumidityPct,WindSpeedMph
2017,July,Michigan,81.9,2.59,65,14.9
2017,July,Minnesota,61.1,4.05,44,9.6
2017,July,Mississippi,79.1,3.3,40,8.4
2017,July,Missouri,76.7,2.09,69,10.3
2017,July,Montana,62.6,5.96,77,13.8
2017,July,Nebraska,83.7,4.11,48,7.6
2017,July,Nevada,79.8,4.99,41,2.7
2017,July,New Hampshire,68.9,4.52,52,11.4
2017,July,New Jersey,82.9,2.15,64,5.4
2017,July,New Mexico,76.7,5.9,62,2.3
2017,July,New York,81.2,3.26,75,2.9
2017,July,North Carolina,78.9,3.27,79,6.4
2017,July,North Dakota,67.8,4.49,73,11.6
2017,July,Ohio,84.3,2.71,63,8.4
2017,July,Oklahoma,80.9,5.51,68,8.7
2017,July,Oregon,84.9,2.39,55,10.2
2017,July,Pennsylvania,83.9,2.31,64,8.0
2017,July,Rhode Island,85.0,3.13,77,14.9
2017,July,South Carolina,81.7,4.44,73,7.2
2017,July,South Dakota,78.1,4.57,59,2.8
2017,July,Tennessee,75.8,4.7,42,11.1
2017,July,Texas,88.0,2.93,61,12.0
2017,July,Utah,84.7,3.18,53,9.0
2017,July,Vermont,63.2,5.0,64,13.6
2017,July,Virginia,77.2,3.64,70,11.2
2017,July,Washington,77.2,5.52,55,3.1
2017,July,West Virginia,84.8,5.8,63,7.6
2017,July,Wisconsin,79.9,5.12,65,7.0
2017,July,Wyoming,65.0,4.86,53,6.8
2017,August,Alabama,90.4,5.6,54,6.2
2017,August,Alaska,64.9,2.53,71,11.2
2017,August,Arizona,82.8,5.44,66,12.0
2017,August,Arkansas,78.2,3.31,66,7.7
2017,August,California,73.6,3.21,76,10.1
2017,August,Colorado,77.4,5.21,69,4.9
2017,August,Connecticut,76.7,2.41,78,2.1
2017,August,Delaware,75.7,5.85,58,5.9
2017,August,Florida,87.7,5.63,50,10.4
2017,August,Georgia,86.2,4.29,69,3.1
2017,August,Hawaii,73.4,3.95,65,11.2
2017,August,Idaho,75.6,5.71,57,2.8
2017,August,Illinois,74.4,4.73,58,8.2
2017,August,Indiana,73.5,2.1,80,6.6
2017,August,Iowa,80.2,4.54,68,14.2
2017,August,Kansas,74.8,2.6,41,14.8
2017,August,Kentucky,75.9,5.33,71,4.3
2017,August,Louisiana,92.6,2.3,44,2.4
2017,August,Maine,59.5,3.42,45,6.5
2017,August,Maryland,82.6,5.39,66,12.7
2017,August,Massachusetts,76.4,4.61,66,10.9
2017,August,Michigan,74.8,2.09,48,5.6
2017,August,Minnesota,58.2,4.05,72,7.8
2017,August,Mississippi,75.9,2.71,55,6.7
2017,August,Missouri,75.2,5.96,68,10.5
2017,August,Montana,67.8,2.57,72,11.0
2017,August,Nebraska,79.2,3.08,41,8.8
2017,August,Nevada,77.3,4.8,60,14.7
2017,August,New Hampshire,66.3,3.91,41,9.0
2017,August,New Jersey,81.5,3.67,60,13.6
2017,August,New Mexico,82.3,5.09,51,4.6
2017,August,New York,78.2,5.48,72,14.4
2017,August,North Carolina,79.8,4.15,50,9.4
2017,August,North Dakota,58.8,5.02,67,8.8
2017,August,Ohio,77.0,3.24,60,10.4
2017,August,Oklahoma,74.2,3.25,65,2.8
2017,August,Oregon,77.1,2.51,59,7.8
2017,August,Pennsylvania,75.5,2.04,65,14.1
2017,August,Rhode Island,77.4,2.84,72,5.1
2017,August,South Carolina,76.3,2.02,57,2.9
2017,August,South Dakota,82.8,2.83,62,12.6
2017,August,Tennessee,74.5,3.94,71,10.7
2017,August,Texas,91.6,4.38,45,8.6
2017,August,Utah,74.3,4.24,49,2.5
2017,August,Vermont,59.4,2.03,72,3.9
2017,August,Virginia,74.4,4.02,73,7.5
2017,August,Washington,81.1,2.18,56,9.3
2017,August,West Virginia,74.4,4.3,44,3.3
2017,August,Wisconsin,80.3,2.46,49,2.6
2017,August,Wyoming,61.1,3.08,80,14.1
2017,September,Alabama,77.3,2.72,68,7.7
2017,September,Alaska,56.1,0.69,70,8.1
2017,September,Arizona,67.9,1.36,53,4.7
2017,September,Arkansas,69.8,2.73,58,5.9
2017,September,California,73.9,2.46,60,14.4
2017,September,Colorado,70.3,0.67,58,5.5
2017,September,Connecticut,67.0,2.69,49,7.8
2017,September,Delaware,74.1,1.63,71,13.0
2017,September,Florida,77.4,1.76,47,14.9
2017,September,Georgia,78.6,1.97,44,9.8
2017,September,Hawaii,66.8,0.66,72,10.9
2017,September,Idaho,68.5,1.92,49,13.9
2017,September,Illinois,72.9,2.01,75,10.8
2017,September,Indiana,68.0,0.55,48,7.2
2017,September,Iowa,67.4,1.83,51,7.2
2017,September,Kansas,71.8,1.05,54,7.9
2017,September,Kentucky,73.1,1.73,72,7.1
2017,September,Louisiana,76.9,2.17,40,9.7
2017,September,Maine,57.7,0.95,51,8.5
2017,September,Maryland,71.0,2.64,75,7.7
2017,September,Massachusetts,69.7,1.58,51,14.2
2017,September,Michigan,74.6,1.93,57,3.8
2017,September,Minnesota,58.9,1.83,62,10.6
2017,September,Mississippi,70.2,1.08,78,10.9
2017,September,Missouri,69.9,1.68,51,6.7
2017,September,Montana,50.2,2.32,74,3.4
2017,September,Nebraska,73.1,2.43,76,5.0
2017,September,Nevada,69.7,1.72,78,9.0
2017,September,New Hampshire,55.7,0.9,41,6.3
2017,September,New Jersey,71.8,1.95,67,12.8
2017,September,New Mexico,67.5,2.66,66,8.3
2017,September,New York,74.1,2.49,70,12.3
2017,September,North Carolina,68.6,2.74,52,5.8
2017,September,North Dakota,57.5,0.87,75,11.2
2017,September,Ohio,72.2,1.72,43,3.4
2017,September,Oklahoma,66.1,2.14,49,6.4
2017,September,Oregon,66.4,0.72,41,9.7
2017,September,Pennsylvania,74.9,1.78,74,11.9
2017,September,Rhode Island,70.9,1.7,64,12.9
2017,September,South Carolina,70.6,1.49,50,8.4
2017,September,South Dakota,66.6,0.94,42,4.2
2017,September,Tennessee,72.5,1.85,48,11.0
2017,September,Texas,84.7,1.63,66,5.7
2017,September,Utah,74.7,1.65,49,11.7
2017,September,Vermont,56.8,2.55,44,10.5
2017,September,Virginia,68.1,2.54,57,4.3
2017,September,Washington,65.3,2.91,70,5.6
2017,September,West Virginia,66.8,2.08,41,12.9
2017,September,Wisconsin,70.1,2.46,73,10.7
2017,September,Wyoming,57.1,1.55,51,13.9
2017,October,Alabama,70.8,2.35,44,11.3
2017,October,Alaska,44.6,1.62,45,10.2
2017,October,Arizona,63.0,1.46,56,8.7
2017,October,Arkansas,62.9,0.87,43,5.6
2017,October,California,60.5,2.06,79,10.7
2017,October,Colorado,58.1,0.89,58,11.3
2017,October,Connecticut,61.9,2.42,61,4.4
2017,October,Delaware,57.8,1.68,60,11.9
2017,October,Florida,64.4,0.56,48,11.4
2017,October,Georgia,68.3,1.81,46,12.6
2017,October,Hawaii,55.6,2.26,70,7.5
2017,October,Idaho,54.3,2.33,50,11.3
2017,October,Illinois,57.9,1.88,79,2.4
2017,October,Indiana,53.9,2.01,74,2.3
2017,October,Iowa,55.2,2.29,67,8.4
2017,October,Kansas,55.6,0.95,47,3.1
2017,October,Kentucky,61.5,0.76,79,6.3
2017,October,Louisiana,65.1,1.55,73,6.5
2017,October,Maine,46.5,2.41,62,9.7
2017,October,Maryland,58.1,2.38,73,3.7
2017,October,Massachusetts,61.8,0.96,54,7.1
2017,October,Michigan,57.9,2.76,42,4.6
2017,October,Minnesota,45.1,1.4,42,11.3
2017,October,Mississippi,54.7,1.65,47,2.2
2017,October,Missouri,57.8,1.68,46,3.5
2017,October,Montana,45.2,1.38,47,3.6
2017,October,Nebraska,56.9,2.75,79,4.3
2017,October,Nevada,60.1,2.94,55,9.0
2017,October,New Hampshire,46.1,0.73,63,7.4
2017,October,New Jersey,57.0,1.25,40,10.2
2017,October,New Mexico,56.2,1.35,67,9.6
2017,October,New York,57.9,1.34,44,11.7
2017,October,North Carolina,59.6,0.78,61,7.7
2017,October,North Dakota,45.4,1.04,63,3.7
2017,October,Ohio,57.9,2.03,66,4.3
2017,October,Oklahoma,57.9,1.14,42,5.3
2017,October,Oregon,55.9,2.08,64,8.5
2017,October,Pennsylvania,53.3,2.02,80,9.5
2017,October,Rhode Island,54.5,1.17,44,13.6
2017,October,South Carolina,62.7,1.81,43,2.8
2017,October,South Dakota,60.1,2.61,56,4.5
2017,October,Tennessee,54.3,1.4,72,7.2
2017,October,Texas,64.3,2.76,64,2.3
2017,October,Utah,54.4,1.87,72,3.2
2017,October,Vermont,39.0,1.25,67,10.2
2017,October,Virginia,57.3,0.84,65,8.3
2017,October,Washington,53.8,1.21,53,13.9
2017,October,West Virginia,56.5,1.27,78,4.0
2017,October,Wisconsin,56.0,0.75,64,2.1
2017,October,Wyoming,40.9,2.36,64,6.9
2017,November,Alabama,57.1,1.6,77,14.8
2017,November,Alaska,26.8,2.1,63,14.5
2017,November,Arizona,41.2,2.12,42,9.7
2017,November,Arkansas,45.1,2.36,74,11.9
2017,November,California,43.6,1.29,74,12.3
2017,November,Colorado,46.0,2.81,67,3.1
2017,November,Connecticut,42.4,1.75,41,3.2
2017,November,Delaware,46.4,0.74,79,10.0
2017,November,Florida,57.0,1.48,57,6.1
2017,November,Georgia,51.3,2.77,72,6.7
2017,November,Hawaii,49.3,0.77,68,9.8
2017,November,Idaho,43.5,2.61,63,2.6
2017,November,Illinois,49.8,1.95,47,14.7
2017,November,Indiana,47.6,2.37,70,7.3
2017,November,Iowa,47.9,0.79,63,11.5
2017,November,Kansas,42.7,1.65,69,13.2
2017,November,Kentucky,46.1,1.37,73,6.4
2017,November,Louisiana,57.3,2.86,61,8.5
2017,November,Maine,27.3,2.27,80,9.6
2017,November,Maryland,42.5,0.9,46,5.2
2017,November,Massachusetts,41.6,2.58,70,12.9
2017,November,Michigan,46.3,0.64,40,14.0
2017,November,Minnesota,27.5,2.06,59,9.3
2017,November,Mississippi,45.8,0.52,57,4.0
2017,November,Missouri,45.5,1.59,77,7.7
2017,November,Montana,34.0,1.21,56,2.9
2017,November,Nebraska,43.3,2.53,57,12.3
2017,November,Nevada,48.4,2.21,46,11.3
2017,November,New Hampshire,26.8,2.77,55,12.3
2017,November,New Jersey,49.6,1.39,41,11.2
2017,November,New Mexico,46.9,2.08,55,9.1
2017,November,New York,42.8,1.66,71,10.1
2017,November,North Carolina,49.4,2.15,67,12.3
2017,November,North Dakota,31.7,2.87,71,7.5
2017,November,Ohio,41.0,1.87,53,14.9
2017,November,Oklahoma,41.0,1.75,47,14.3
2017,November,Oregon,41.6,1.82,52,10.2
2017,November,Pennsylvania,42.6,0.97,65,2.6
2017,November,Rhode Island,40.2,0.68,63,12.7
2017,November,South Carolina,47.2,2.81,43,10.5
2017,November,South Dakota,47.8,0.98,41,2.7
2017,November,Tennessee,47.1,1.49,42,11.5
2017,November,Texas,54.5,1.39,61,3.2
2017,November,Utah,41.1,2.67,54,10.1
2017,November,Vermont,32.9,0.72,76,6.7
2017,November,Virginia,41.8,0.59,68,9.2
2017,November,Washington,49.3,2.05,73,13.2
2017,November,West Virginia,49.1,2.06,70,13.4
2017,November,Wisconsin,43.2,2.0,61,2.7
2017,November,Wyoming,30.4,0.56,47,12.3
2017,December,Alabama,45.8,0.8,62,3.6
2017,December,Alaska,23.8,2.53,44,14.7
2017,December,Arizona,37.5,1.2,75,12.0
2017,December,Arkansas,33.4,2.79,79,10.3
2017,December,California,37.2,0.78,79,14.3
2017,December,Colorado,37.8,2.11,45,4.0
2017,December,Connecticut,36.6,1.92,52,8.3
2017,December,Delaware,35.3,0.62,70,7.9
2017,December,Florida,42.8,2.99,71,5.6
2017,December,Georgia,43.9,1.26,55,6.4
2017,December,Hawaii,33.2,2.83,41,14.6
2017,December,Idaho,37.8,0.78,67,12.2
2017,December,Illinois,39.6,1.21,48,8.6
2017,December,Indiana,30.3,2.87,50,8.9
2017,December,Iowa,32.5,1.43,70,9.5
2017,December,Kansas,32.6,1.56,51,8.2
2017,December,Kentucky,35.7,2.34,45,7.8
2017,December,Louisiana,45.9,1.77,59,10.0
2017,December,Maine,19.8,2.39,47,14.8
2017,December,Maryland,39.8,0.54,40,9.4
2017,December,Massachusetts,35.4,0.94,44,3.4
2017,December,Michigan,33.9,1.62,51,10.3
2017,December,Minnesota,24.6,1.01,68,5.4
2017,December,Mississippi,31.2,1.62,72,11.1
2017,December,Missouri,30.2,0.61,49,12.4
2017,December,Montana,18.9,1.06,59,7.3
2017,December,Nebraska,32.8,2.88,80,10.1
2017,December,Nevada,35.6,1.51,79,3.1
2017,December,New Hampshire,18.1,1.66,64,12.2
2017,December,New Jersey,36.2,2.2,45,12.6
2017,December,New Mexico,33.0,1.83,54,4.7
2017,December,New York,32.5,2.67,67,5.3
2017,December,North Carolina,35.5,2.14,76,9.8
2017,December,North Dakota,18.2,1.94,50,3.5
2017,December,Ohio,31.7,1.7,73,12.8
2017,December,Oklahoma,38.9,1.34,54,10.8
2017,December,Oregon,35.2,2.36,71,3.9
2017,December,Pennsylvania,30.2,1.35,76,2.4
2017,December,Rhode Island,38.7,2.85,72,6.8
2017,December,South Carolina,37.8,0.9,79,14.4
2017,December,South Dakota,34.1,2.2,64,2.8
2017,December,Tennessee,30.0,0.74,72,2.9
2017,December,Texas,42.6,2.3,53,5.0
2017,December,Utah,35.6,1.52,60,5.1
2017,December,Vermont,19.3,0.77,68,11.8
2017,December,Virginia,36.0,2.93,64,6.0
2017,December,Washington,36.4,0.99,71,8.8
2017,December,West Virginia,39.6,0.55,52,10.5
2017,December,Wisconsin,37.7,2.72,74,4.5
2017,December,Wyoming,20.2,2.38,54,4.0
2018,January,Alabama,39.4,0.97,47,2.5
2018,January,Alaska,18.8,2.1,76,7.3
2018,January,Arizona,31.1,2.35,75,7.4
2018,January,Arkansas,32.4,2.18,67,3.8
2018,January,California,26.9,2.21,41,13.8
2018,January,Colorado,34.0,1.1,54,9.4
2018,January,Connecticut,28.1,2.55,43,13.3
2018,January,Delaware,33.9,2.76,72,7.8
2018,January,Florida,38.7,1.73,66,11.6
2018,January,Georgia,39.8,2.66,75,5.5
2018,January,Hawaii,31.0,2.33,73,12.9
2018,January,Idaho,33.7,1.72,72,2.4
2018,January,Illinois,28.5,1.34,56,14.6
2018,January,Indiana,32.0,1.62,73,3.8
2018,January,Iowa,33.3,1.88,77,2.8
2018,January,Kansas,32.4,1.91,54,12.9
2018,January,Kentucky,30.5,2.07,52,5.3
2018,January,Louisiana,36.0,2.06,60,2.8
2018,January,Maine,12.1,0.78,67,14.1
2018,January,Maryland,33.9,2.63,41,9.4
2018,January,Massachusetts,28.1,1.04,41,10.4
2018,January,Michigan,25.2,0.81,43,5.7
2018,January,Minnesota,16.4,1.89,46,12.0
2018,January,Mississippi,28.1,2.8,64,7.4
2018,January,Missouri,34.0,2.68,65,2.3
2018,January,Montana,19.0,1.83,56,13.4
2018,January,Nebraska,25.3,1.46,68,2.1
2018,January,Nevada,27.8,1.07,70,4.5
2018,January,New Hampshire,13.5,1.43,46,9.3
2018,January,New Jersey,34.7,2.71,59,11.1
2018,January,New Mexico,27.3,1.22,41,6.0
2018,January,New York,26.1,2.23,59,13.3
2018,January,North Carolina,30.1,2.48,66,10.4
2018,January,North Dakota,16.1,2.28,65,4.9
2018,January,Ohio,32.0,0.54,71,6.3
2018,January,Oklahoma,34.1,1.44,51,7.2
2018,January,Oregon,28.1,1.22,59,8.4
2018,January,Pennsylvania,33.6,1.02,75,5.6
2018,January,Rhode Island,25.1,1.36,70,7.6
2018,January,South Carolina,27.0,1.57,63,5.2
2018,January,South Dakota,33.9,0.89,60,11.9
2018,January,Tennessee,34.8,2.29,80,9.0
2018,January,Texas,41.8,2.78,67,13.5
2018,January,Utah,28.6,1.45,64,6.8
2018,January,Vermont,10.9,1.2,61,7.8
2018,January,Virginia,27.3,2.31,55,13.7
2018,January,Washington,34.6,0.75,47,6.9
2018,January,West Virginia,31.7,1.31,50,11.9
2018,January,Wisconsin,34.8,0.8,58,3.2
2018,January,Wyoming,13.7,2.6,79,10.8
2018,February,Alabama,42.9,1.95,80,2.7
2018,February,Alaska,15.8,0.86,73,13.4
2018,February,Arizona,32.5,0.54,49,12.5
2018,February,Arkansas,35.1,0.93,55,2.8
2018,February,California,28.6,2.11,50,4.5
2018,February,Colorado,32.6,1.95,59,14.7
2018,February,Connecticut,31.1,0.98,70,13.9
2018,February,Delaware,36.1,1.77,56,7.9
2018,February,Florida,46.6,1.63,64,12.8
2018,February,Georgia,37.4,0.72,50,3.4
2018,February,Hawaii,28.2,0.73,71,6.0
2018,February,Idaho,34.7,2.95,73,14.4
2018,February,Illinois,33.0,1.76,80,3.5
2018,February,Indiana,35.5,0.86,77,12.0
2018,February,Iowa,30.9,2.9,52,13.4
2018,February,Kansas,34.3,0.99,46,10.5
2018,February,Kentucky,32.2,2.69,76,7.9
2018,February,Louisiana,42.2,0.56,40,10.0
2018,February,Maine,21.0,1.71,57,3.9
2018,February,Maryland,32.4,1.51,55,14.7
2018,February,Massachusetts,36.5,0.55,79,5.2
2018,February,Michigan,33.4,2.64,56,13.5
2018,February,Minnesota,16.0,2.33,55,12.6
2018,February,Mississippi,29.1,1.48,43,7.4
2018,February,Missouri,31.1,2.95,65,9.0
2018,February,Montana,20.2,2.13,48,13.1
2018,February,Nebraska,36.9,0.65,54,8.2
2018,February,Nevada,36.9,2.76,59,3.4
2018,February,New Hampshire,19.4,1.08,71,8.9
2018,February,New Jersey,28.4,2.83,54,9.6
2018,February,New Mexico,29.6,2.3,55,6.7
2018,February,New York,36.3,2.15,42,10.2
2018,February,North Carolina,36.7,2.47,74,11.6
2018,February,North Dakota,17.9,0.53,63,14.2
2018,February,Ohio,28.3,2.96,46,8.4
2018,February,Oklahoma,34.6,0.56,43,15.0
2018,February,Oregon,28.4,1.49,78,12.0
2018,February,Pennsylvania,35.7,0.77,49,6.2
2018,February,Rhode Island,29.2,1.06,60,9.8
2018,February,South Carolina,31.2,0.51,52,3.1
2018,February,South Dakota,32.8,2.86,44,13.9
2018,February,Tennessee,32.7,3.0,47,7.0
2018,February,Texas,39.7,2.66,59,12.6
2018,February,Utah,27.4,1.91,77,2.6
2018,February,Vermont,21.6,1.4,71,13.9
2018,February,Virginia,31.0,2.13,76,14.3
2018,February,Washington,33.2,2.67,44,8.5
2018,February,West Virginia,32.9,1.57,45,7.7
2018,February,Wisconsin,35.5,1.43,51,11.3
2018,February,Wyoming,17.9,2.89,53,7.5
2018,March,Alabama,54.3,1.63,67,13.2
2018,March,Alaska,32.6,2.19,60,10.6
2018,March,Arizona,48.0,1.67,66,14.6
2018,March,Arkansas,40.7,1.54,44,6.4
2018,March,California,44.5,2.32,47,6.8
2018,March,Colorado,44.0,1.34,44,7.4
2018,March,Connecticut,40.6,2.57,60,3.2
2018,March,Delaware,47.2,1.07,40,11.1
2018,March,Florida,55.5,0.94,79,8.9
2018,March,Georgia,51.8,0.74,54,2.3
2018,March,Hawaii,41.6,0.64,71,4.4
2018,March,Idaho,45.5,1.24,71,13.3
2018,March,Illinois,40.5,1.14,52,8.8
2018,March,Indiana,43.1,1.21,54,8.8
2018,March,Iowa,43.0,2.03,66,3.7
2018,March,Kansas,42.5,1.43,74,6.7
2018,March,Kentucky,46.6,2.58,60,5.0
2018,March,Louisiana,53.6,0.65,51,11.1
2018,March,Maine,31.4,2.94,52,2.5
2018,March,Maryland,43.2,0.51,54,10.9
2018,March,Massachusetts,48.4,1.78,74,2.6
2018,March,Michigan,44.4,1.14,76,10.3
2018,March,Minnesota,32.7,2.11,70,7.6
2018,March,Mississippi,44.3,1.11,51,10.4
2018,March,Missouri,40.7,1.5,46,3.5
2018,March,Montana,31.5,0.63,54,10.7
2018,March,Nebraska,40.2,2.56,57,2.5
2018,March,Nevada,47.9,2.14,40,4.4
2018,March,New Hampshire,26.0,0.5,55,14.7
2018,March,New Jersey,44.9,1.76,57,8.8
2018,March,New Mexico,46.8,2.96,67,5.4
2018,March,New York,45.4,0.73,68,13.4
2018,March,North Carolina,48.7,1.59,48,3.2
2018,March,North Dakota,33.5,2.13,52,8.5
2018,March,Ohio,48.3,1.09,64,8.8
2018,March,Oklahoma,47.4,2.61,66,12.1
2018,March,Oregon,42.8,1.37,48,6.8
2018,March,Pennsylvania,48.9,1.43,65,14.6
2018,March,Rhode Island,44.4,2.06,64,9.9
2018,March,South Carolina,43.2,1.43,50,9.6
2018,March,South Dakota,47.7,2.62,58,14.0
2018,March,Tennessee,46.1,2.82,76,14.2
2018,March,Texas,59.2,0.95,43,6.3
2018,March,Utah,48.3,2.14,65,7.5
2018,March,Vermont,33.7,2.32,75,14.9
2018,March,Virginia,45.0,2.18,78,2.0
2018,March,Washington,45.1,1.5,53,3.4
2018,March,West Virginia,45.6,0.97,48,11.5
2018,March,Wisconsin,46.1,0.87,42,11.5
2018,March,Wyoming,32.2,2.37,47,13.5
2018,April,Alabama,67.6,2.35,75,5.2
2018,April,Alaska,44.8,3.78,65,7.0
2018,April,Arizona,56.7,4.5,52,13.9
2018,April,Arkansas,52.0,4.89,61,5.1
2018,April,California,54.4,3.3,61,5.0
2018,April,Colorado,50.3,2.97,48,6.8
2018,April,Connecticut,56.2,5.17,45,4.3
2018,April,Delaware,56.3,5.86,40,13.3
2018,April,Florida,64.8,5.92,78,11.5
2018,April,Georgia,68.5,2.42,75,4.4
2018,April,Hawaii,55.3,4.03,43,2.7
2018,April,Idaho,58.7,2.84,46,11.8
2018,April,Illinois,51.1,4.62,79,4.4
2018,April,Indiana,55.4,3.73,56,3.6
2018,April,Iowa,52.3,4.35,77,11.5
2018,April,Kansas,51.4,2.54,52,5.9
2018,April,Kentucky,50.0,4.8,62,5.5
2018,April,Louisiana,64.0,3.83,56,11.5
2018,April,Maine,40.6,3.77,40,2.9
2018,April,Maryland,59.9,3.98,67,13.9
2018,April,Massachusetts,51.5,5.18,55,4.6
2018,April,Michigan,52.2,3.18,53,3.8
2018,April,Minnesota,37.1,3.39,76,11.9
2018,April,Mississippi,52.2,2.5,69,8.1
2018,April,Missouri,58.9,3.08,40,6.5
2018,April,Montana,42.5,2.23,67,2.0
2018,April,Nebraska,56.0,5.16,73,12.2
2018,April,Nevada,50.5,5.02,64,5.9
2018,April,New Hampshire,44.4,2.44,75,7.0
2018,April,New Jersey,58.7,3.04,58,5.7
2018,April,New Mexico,56.3,5.56,74,2.9
2018,April,New York,55.2,3.79,53,7.4
2018,April,North Carolina,53.8,2.59,60,3.6
2018,April,North Dakota,39.7,5.59,65,10.3
2018,April,Ohio,50.5,3.2,66,2.5
2018,April,Oklahoma,59.4,4.17,69,13.1
2018,April,Oregon,52.2,4.62,60,13.8
2018,April,Pennsylvania,50.9,3.66,47,6.4
2018,April,Rhode Island,55.6,4.58,68,15.0
2018,April,South Carolina,53.3,5.26,43,14.8
2018,April,South Dakota,52.2,5.89,64,14.6
2018,April,Tennessee,59.6,3.78,78,12.8
2018,April,Texas,64.2,4.75,68,5.2
2018,April,Utah,54.3,3.15,51,7.3
2018,April,Vermont,38.2,5.75,45,10.1
2018,April,Virginia,54.4,2.9,77,8.5
2018,April,Washington,51.2,5.09,79,8.3
2018,April,West Virginia,59.5,2.51,41,14.2
2018,April,Wisconsin,54.2,3.49,62,9.2
2018,April,Wyoming,39.0,5.73,49,6.5
2018,May,Alabama,75.7,4.94,47,7.9
2018,May,Alaska,54.6,5.44,80,6.5
2018,May,Arizona,64.8,5.44,80,9.7
2018,May,Arkansas,66.0,2.09,44,11.5
2018,May,California,64.6,5.3,51,12.6
2018,May,Colorado,69.4,5.9,45,12.6
2018,May,Connecticut,62.9,4.6,41,2.5
2018,May,Delaware,61.5,5.92,75,12.2
2018,May,Florida,78.3,5.82,78,3.0
2018,May,Georgia,71.6,4.01,58,12.9
2018,May,Hawaii,60.4,3.23,77,10.7
2018,May,Idaho,65.6,5.32,49,7.0
2018,May,Illinois,68.0,5.3,80,8.6
2018,May,Indiana,64.1,2.9,40,13.9
2018,May,Iowa,63.7,4.16,41,8.6
2018,May,Kansas,61.4,4.43,46,8.0
2018,May,Kentucky,61.6,5.0,45,7.8
2018,May,Louisiana,77.8,5.49,52,3.5
2018,May,Maine,47.3,5.97,45,8.0
2018,May,Maryland,66.2,4.6,76,7.2
2018,May,Massachusetts,61.3,3.56,49,3.0
2018,May,Michigan,66.0,5.03,55,6.7
2018,May,Minnesota,46.3,2.59,44,13.0
2018,May,Mississippi,66.8,2.67,42,12.8
2018,May,Missouri,64.2,4.76,76,8.9
2018,May,Montana,49.2,2.24,48,6.9
2018,May,Nebraska,60.2,4.18,51,10.5
2018,May,Nevada,64.9,2.01,67,7.2
2018,May,New Hampshire,53.9,3.81,53,5.7
2018,May,New Jersey,63.9,4.91,44,7.4
2018,May,New Mexico,67.7,5.0,42,13.3
2018,May,New York,67.3,4.44,52,12.6
2018,May,North Carolina,61.3,5.43,51,4.6
2018,May,North Dakota,53.1,2.21,50,7.7
2018,May,Ohio,69.9,2.11,51,14.7
2018,May,Oklahoma,63.9,5.62,70,13.6
2018,May,Oregon,66.8,2.73,56,13.7
2018,May,Pennsylvania,60.2,4.87,43,9.6
2018,May,Rhode Island,64.8,5.43,54,9.5
2018,May,South Carolina,62.4,3.82,65,4.8
2018,May,South Dakota,64.0,3.6,41,6.4
2018,May,Tennessee,65.4,2.68,44,9.6
2018,May,Texas,75.5,5.5,60,3.0
2018,May,Utah,67.8,4.92,46,14.9
2018,May,Vermont,51.3,4.08,76,12.1
2018,May,Virginia,60.9,2.87,58,8.3
2018,May,Washington,63.9,4.25,57,7.6
2018,May,West Virginia,64.3,3.96,65,14.4
2018,May,Wisconsin,64.6,4.73,56,13.0
2018,May,Wyoming,52.1,3.21,71,2.8
2018,June,Alabama,89.8,5.85,54,10.2
2018,June,Alaska,58.4,3.44,79,6.5
2018,June,Arizona,74.3,2.15,61,4.3
2018,June,Arkansas,76.5,4.65,53,11.5
2018,June,California,70.7,4.49,79,13.1
2018,June,Colorado,78.6,5.3,79,9.3
2018,June,Connecticut,76.6,3.12,69,13.7
2018,June,Delaware,75.9,3.47,66,11.3
2018,June,Florida,87.9,2.05,48,13.9
2018,June,Georgia,89.7,2.53,57,8.9
2018,June,Hawaii,79.7,2.83,75,12.1
2018,June,Idaho,72.7,3.89,55,3.3
2018,June,Illinois,70.5,5.92,48,5.5
2018,June,Indiana,77.1,2.24,80,6.4
2018,June,Iowa,76.9,4.88,41,9.9
2018,June,Kansas,76.5,4.09,43,14.5
2018,June,Kentucky,75.2,3.05,53,14.9
2018,June,Louisiana,82.5,2.46,44,12.3
2018,June,Maine,56.6,2.56,74,14.4
2018,June,Maryland,74.0,3.35,63,10.3
2018,June,Massachusetts,71.6,4.77,46,2.1
2018,June,Michigan,72.4,3.93,67,4.9
2018,June,Minnesota,61.9,4.26,52,12.8
2018,June,Mississippi,73.4,4.41,52,10.4
2018,June,Missouri,78.8,4.24,54,14.3
2018,June,Montana,60.6,5.3,40,14.2
2018,June,Nebraska,79.4,2.47,73,10.8
2018,June,Nevada,78.8,3.76,73,12.8
2018,June,New Hampshire,63.4,2.57,66,13.5
2018,June,New Jersey,70.4,2.07,47,2.1
2018,June,New Mexico,71.2,3.75,40,12.0
2018,June,New York,72.2,2.54,61,3.1
2018,June,North Carolina,71.0,3.16,64,12.1
2018,June,North Dakota,61.9,3.59,62,3.9
2018,June,Ohio,76.6,4.22,44,4.0
2018,June,Oklahoma,74.9,4.33,72,6.3
2018,June,Oregon,72.2,4.07,57,10.6
2018,June,Pennsylvania,70.6,4.48,47,7.2
2018,June,Rhode Island,72.9,2.66,66,6.5
2018,June,South Carolina,72.3,2.56,48,12.1
2018,June,South Dakota,72.1,2.08,65,2.6
2018,June,Tennessee,77.8,3.01,42,6.4
2018,June,Texas,85.3,2.57,42,7.0
